,Intent,Label
907,Boycotting @DunkinDonuts till butter pecan comes back. I am furious,anger
908,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep #angry",anger
909,my mom cut my phone off and I'm so furious 🤗,anger
910,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,anger
911,can't believe Achilles killed me! #angry,anger
912,I lost a couple niggas I want revenge so put me in coach,anger
913,@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you 😕,anger
914,Where's your outrage when a black man kills another black man in the streets?,anger
915,it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,anger
916,Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡,anger
917,@Ms_HeartAttack holy shit it just a bee sting like fuck you're not dying,anger
918,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,anger
919,I dislike people who get offended by the littlest shit .,anger
920,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work #furious #hangry #day5",anger
921,"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry",anger
922,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",anger
923,@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply,anger
924,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted #offended,anger
925,"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks",anger
926,Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry,anger
927,but that was a mistake and a half assed excuse and now here i am burning in hell forever,anger
928,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed,anger
929,@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry  @coopuk @coopukfood,anger
930,"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder",anger
931,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! ,anger
932,@ChurdAllan fucked my coupon that goal! #raging,anger
933,LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.,anger
934,"Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room",anger
935,Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18,anger
936,Your twitter picture just makes me fume.,anger
937,"@leesyatt you are a cruel, cruel man. #therewillbeblood ",anger
938,"That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit",anger
939,"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",anger
940,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,anger
941,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes,anger
942,@politico @realDonaldTrump another angry white man!,anger
943,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,anger
944,"The majority of people irritate the fuck out of me, cba with people ahahah",anger
945,@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!,anger
946,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! ,anger
947,@kingvee_ don't provoke me to anger,anger
948,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,anger
949,Bloods boiling,anger
950,"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger
951,@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh,anger
952,I swear if @devincameron23 blocks me I'm going to hit her back ,anger
953,"@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.",anger
954,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage,anger
955,I'm just a fuming ball of anger today 🙃,anger
956,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,anger
957,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry,anger
958,A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming,anger
959,Police Officers....should NOT have the right to just 'shoot' human beings without provocation. It's wrong.\n\n@ORConservative @MichaelaAngelaD,anger
960,angry already,anger
961,... flat party and I instantly get bollocked about it. #fuming,anger
962,@XemitSellsMagic add tracking but resent them,anger
963,@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,anger
964,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",anger
965,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",anger
966,@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town,anger
967,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 #rage!!!!,anger
968,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,anger
969,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,anger
970,I just love it when people make plans for me without actually including me in this process #rage,anger
971,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",anger
972,"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",anger
973,@edquinn63 how can you even forget to pick ur fave child up from school #offended,anger
974,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage,anger
975,@soyoprincess they irritate me. Them and their inch thick made up masks,anger
976,@ChurdAllan fucked my coupon that goal! ,anger
977,How was Natalie one of the top three favorites?! #toofaced and #bitter 🙄,anger
978,@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,anger
979,@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger
980,"To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield",anger
981,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 !!!!,anger
982,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed,anger
983,All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting,anger
984,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,anger
985,i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,anger
986,testing #angry,anger
987,@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard,anger
988,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,anger
989,i was angry.,anger
990,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume,anger
991,@cineworld 'Congratulations your Free 1 month has been activated' Then charges £34.80 the same month. Absolutely furious 😡,anger
992,@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting,anger
993,straight people are canoodling on the quad and I'm #offended,anger
994,"I can definitely feel my irritation today, lord give me strength",anger
995,@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄,anger
996,When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms,anger
997,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,anger
998,I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,anger
999,@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop,anger
1000,@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,anger
1001,Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen.  #loathing,anger
1002,"@mdivincenzo9 he's stupid, I hate him lol #bitter",anger
1003,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 ,anger
1004,"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",anger
1005,People irritate me 🙄,anger
1006,Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger
1007,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep ",anger
1008,I swear if @devincameron23 blocks me I'm going to hit her back #revenge,anger
1009,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming,anger
1010,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,anger
1011,"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. ",anger
1012,Does she really need to pout all the time - getting on my nerves #GBBO,anger
1013,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,anger
1014,@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...,anger
1015,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter",anger
1016,"@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either.",anger
1017,@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳,anger
1018,Forgot to eat dinner and now I'm furious with everything and everyone,anger
1019,the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap 🤗,anger
1020,"@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger",anger
1021,Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops,anger
1022,@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!,anger
1023,You a fuck boy if you run drag routes back to back in madden,anger
1024,I got fever highs\nI got boiling blood,anger
1025,@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits,anger
1026,I can't even right now #bb18 #rage,anger
1027,"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter",anger
1028,Why are people that don't have iPhones so bitter about iPhones???? Can someone explain,anger
1029,@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.,anger
1030,@deshbhakthoon always unhappy and easily offended.,anger
1031,"@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it",anger
1032,All hell is breaking loose in Charlotte. #CharlotteProtest  #looting,anger
1033,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,anger
1034,Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott,anger
1035,Not giving a fuck is better than revenge.,anger
1036,@winksahoy we about to get shit on by the wrath of winter out of nowhere,anger
1037,@GrxjicTank WHY though! Why did u want to offend Americans?,anger
1038,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the ,anger
1039,@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail,anger
1040,@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice,anger
1041,Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol,anger
1042,@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits,anger
1043,#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.,anger
1044,The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.,anger
1045,@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby,anger
1046,I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,anger
1047,Forever angry that gh ruined Molly and morgan's bond/friendship #bitter,anger
1048,Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.,anger
1049,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage,anger
1050,Can't believe I've only got 2 days off left 🙄 #backtoreality #raging,anger
1051,@Austin4evaLEEDS fuming!,anger
1052,Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.,anger
1053,Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp,anger
1054,•My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--,anger
1055,"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger
1056,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger
1057,"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation",anger
1058,I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. 😑,anger
1059,I don't talk about politics because people nowadays get offended easily!,anger
1060,@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either,anger
1061,"@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing.",anger
1062,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly,anger
1063,"@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go",anger
1064,I genuinely think I have anger issues,anger
1065,@judy_that Im honestly offended,anger
1066,Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter,anger
1067,I'm so annoyed/sad YouTube is burning itself to the ground 🙄🙄,anger
1068,"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",anger
1069,Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer ,anger
1070,"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour",anger
1071,When someone rudely says all women should have long hair and your inner feminist tries not to rage,anger
1072,"Absolutely raging at the changes to CAS, what a joke",anger
1073,Girls irritate me so much lol,anger
1074,@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.,anger
1075,@xxmariab listen yh don't provoke me cos I'll make you cry,anger
1076,@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger
1077,Bloody parking ticket 😒💸 ,anger
1078,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger
1079,@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,anger
1080,"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...",anger
1081,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger
1082,@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos,anger
1083,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger
1084,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger
1085,@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,anger
1086,@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,anger
1087,Delete this shit Josh just screenshotted my snap me,anger
1088,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger
1089,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,anger
1090,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming,anger
1091,I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger
1092,"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger
1093,A @FirstBSA not turning up? Why am I not surprised. Late for work again! ,anger
1094,"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",anger
1095,@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;),anger
1096,I am just so bitter today 😐,anger
1097,@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,anger
1098,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #😂😂,anger
1099,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,anger
1100,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger
1101,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ ,anger
1102,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger
1103,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter,anger
1104,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! ,anger
1105,@alicehouston18 sorry I'm just angry my drone flew away,anger
1106,@carefreeash_ id be fuming,anger
1107,@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended,anger
1108,@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,anger
1109,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes,anger
1110,Why mfs so bitter,anger
1111,"im on holiday for the next round, fuming!",anger
1112,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger
1113,@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger
1114,"Like if you aggravate me constantly, byeeeeeeee",anger
1115,"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger
1116,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,anger
1117,hitting your children as discipline because you're being quite a raging hypocrite if you're not.,anger
1118,sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,anger
1119,@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,anger
1120,@JuliaHB1 Bloody right ,anger
1121,i have so much hw tonight im offended,anger
1122,Like hello? I am your first born you must always laugh at my jokes. #offended,anger
1123,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",anger
1124,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,anger
1125,and apparently he's supposed to have a Scottish accent??? I'm #offended,anger
1126,"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •",anger
1127,Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!,anger
1128,@EagleGiles23 @tgilmore_92 what I miss? #outrage,anger
1129,"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger
1130,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,anger
1131,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger
1132,Fake people irritate me,anger
1133,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,anger
1134,#Anger or #wrath is an intense emotional response.,anger
1135,@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger
1136,if we let that in id be fuming poor keeping,anger
1137,"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger
1138,"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",anger
1139,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter,anger
1140,"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul",anger
1141,Candace &amp; her pout are getting right on my tits #GBBO,anger
1142,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ,anger
1143,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,anger
1144,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",anger
1145,ESPN just assumed I wanted their free magazines #offended,anger
1146,Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,anger
1147,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.',anger
1148,@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry,anger
1149,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended,anger
1150,... flat party and I instantly get bollocked about it. ,anger
1151,@everycolorbot more like every color looks the same #triggered #colorblind #offended,anger
1152,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  ,anger
1153,"@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.",anger
1154,@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,anger
1155,@Idubbbz @LeafyIsHere  I am offended,anger
1156,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",anger
1157,@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!,anger
1158,Candice's pout is gonna take someone eye out mate! #GBBO,anger
1159,I've always had a weird grudge against stingrays ever since one killed Steve Irwin.,anger
1160,@jwolfie_ why you gotta use the dark skin emoji #offended,anger
1161,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,anger
1162,"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.",anger
1163,"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",anger
1164,not to be That Person™ but i get bitter seeing some ravi stans,anger
1165,"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery",anger
1166,Michelle is one of the worst players in bb history #bb18 #bbfinale ,anger
1167,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,anger
1168,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs",anger
1169,"I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo",anger
1170,Connivers blind to existential fury,anger
1171,guys irritate me,anger
1172,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage,anger
1173,@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall,anger
1174,Need a new outlet for #rage,anger
1175,@swagalini ive been through the denial and anger i am in pure acceptance,anger
1176,"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --",anger
1177,I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well,anger
1178,@TzumiXIV huff puff,anger
1179,Hell hath not fury like a hamstring cramp. #ouch,anger
1180,"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄",anger
1181,@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me,anger
1182,@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔,anger
1183,@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,anger
1184,when you find out the initiative isn't even a thing 😧 #revenge,anger
1185,@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY,anger
1186,"I'll happily be rude to people who personally insult me unprovoked, they deserve it 👍 Just as good people deserve respect",anger
1187,That AK47 leave your spine with a frown,anger
1188,come on let's make em hate 😘make em pout they face 👿😩.,anger
1189,Recommended reading: Prisoners of Hate by Aaron Beck #anger,anger
1190,@Alanafergusson snap meee,anger
1191,@KimLy resent,anger
1192,Forever angry that gh ruined Molly and morgan's bond/friendship ,anger
1193,#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown,anger
1194,@TillTheEndMMVI I accidetly dumped boiling water my myself 😫,anger
1195,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. ",anger
1196,As usual disappointing #offense by @HoustonTexans ...#Texans,anger
1197,"@mdivincenzo9 he's stupid, I hate him lol ",anger
1198,@PuseLepuru it's the irritation of not having found the corpse,anger
1199,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*,anger
1200,@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger
1201,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter,anger
1202,whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me,anger
1203,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,anger
1204,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage,anger
1205,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,anger
1206,@laura221b I've left it for my dad to deal with 😂 My work is done as soon as it's felt the wrath of my slipper 😷,anger
1207,"Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger
1208,@m_warner21 Yikes. The wrath of Maddie...,anger
1209,@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.,anger
1210,.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying,anger
1211,#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget,anger
1212,I need some to help with my anger,anger
1213,"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter",anger
1214,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed,anger
1215,Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.,anger
1216,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,anger
1217,@keithboykin unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec,anger
1218,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂,anger
1219,Candice's standing pout face aggravates me every week,anger
1220,Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩,anger
1221,@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter,anger
1222,"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",anger
1223,"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry",anger
1224,don't provoke me after letting me down !,anger
1225,could never be a angry drunk lol yall weirdos just enjoy your time,anger
